Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
"7-(2-(cyclopropylmethoxy)-6-hydroxyphenyl)-5-(3-piperidinyl)-1,4-dihydro-2H-pyrido(2,3-d)(1,3)oxazin-2-one",C502972,,COVID-19,MESH:D000086382,,IL1B|TNF,9.02,2
Beryllium,D001608,7440-41-7,COVID-19,MESH:D000086382,,IL1B|TNF,9.02,2
Diazoxide,D003981,364-98-7,COVID-19,MESH:D000086382,,IL10|IL6|TNF,9.02,5
nardosinone,C011513,23720-80-1,COVID-19,MESH:D000086382,,IL1B|TNF,9.02,2
"toxB protein, Clostridium difficile",C031815,,COVID-19,MESH:D000086382,,IL1B|TNF,9.02,2
tribromoethanol,C062527,1329-86-8,COVID-19,MESH:D000086382,,IL1B|TNF,9.02,2
17-hydroxyjolkinolide B,C057916,116360-82-8,COVID-19,MESH:D000086382,,IL6|TNF,9.01,5
Iridoid Glycosides,D057889,,COVID-19,MESH:D000086382,,IL6|TNF,9.01,5
Neomycin,D009355,1404-04-2,COVID-19,MESH:D000086382,,ACE2|IL1B|IL6|TNF,9.01,20
propionaldehyde,C005556,123-38-6,COVID-19,MESH:D000086382,,AGT|BCL11A|CCL2|CCL3|CSF3|CXCL10|CXCL8|ICAM5|IL6|OAS1,9.01,8
putranjivain A,C479122,,COVID-19,MESH:D000086382,,IL6|TNF,9.01,5
Thorium Compounds,D017970,,COVID-19,MESH:D000086382,,IL6|TNF,9.01,5
"Asbestos, Amosite",D017639,12172-73-5,COVID-19,MESH:D000086382,,HCK|IL1B|IL6|TNF,9.00,6
Dacarbazine,D003606,4342-03-4,COVID-19,MESH:D000086382,,CXCL8|IL6|TNF,9.00,5
Dichlorvos,D004006,62-73-7,COVID-19,MESH:D000086382,,IL1B|IL2|IL6|TNF,9.00,5
bicalutamide,C053541,,COVID-19,MESH:D000086382,,CCL2|IL6|TMPRSS2|TNF,8.99,8
Digitoxin,D004074,71-63-6,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B,8.99,3
ursodoxicoltaurine,C031655,,COVID-19,MESH:D000086382,,AGT|IL10|IL1B|IL6,8.99,6
Antimycin A,D000968,642-15-9,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B|IL6|TNF,8.98,5
phorbol-12-myristate,C119222,20839-06-9,COVID-19,MESH:D000086382,,CXCL8|IL6,8.98,4
Uridine Diphosphate,D014530,58-98-0,COVID-19,MESH:D000086382,,CXCL8|IL6,8.98,4
"3-(5-(4-(cyclopentyloxy)-2-hydroxybenzoyl)-2-((3-hydroxy-1,2-benzisoxazol-6-yl)methoxy)phenyl)propionic acid",C568912,,COVID-19,MESH:D000086382,,CCL2|CXCL10,8.97,1
"Anti-Inflammatory Agents, Non-Steroidal",D000894,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.97,5
C188-9 compound,C000625861,,COVID-19,MESH:D000086382,,CCL2|CXCL10,8.97,1
profenofos,C024273,41198-08-7,COVID-19,MESH:D000086382,,CXCL8|IL1B|TNF,8.97,3
"3,5-bis(2-fluorobenzylidene)piperidin-4-one",C524042,,COVID-19,MESH:D000086382,,CXCL8|IL10|TNF,8.95,2
Hyaluronic Acid,D006820,9004-61-9,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,8.95,5
1-hydroxy-1-norresistomycin,C506325,,COVID-19,MESH:D000086382,,CXCL8|TNF,8.94,2
lewisite,C035965,541-25-3,COVID-19,MESH:D000086382,,CXCL8|TNF,8.94,2
"ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-propanoate",C000611729,,COVID-19,MESH:D000086382,,ACE2|CCL2|IL1B|IL6|TMPRSS2|TMPRSS4|TNF,8.93,21
Eptifibatide,D000077542,,COVID-19,MESH:D000086382,,CRP|IL6,8.92,4
Misoprostol,D016595,59122-46-2,COVID-19,MESH:D000086382,,IL10|IL1B|TNF,8.92,3
Phosphorus,D010758,7723-14-0,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6,8.92,4
Superantigens,D018089,,COVID-19,MESH:D000086382,,IL2|TNF,8.92,1
Patulin,D010365,149-29-1,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B,8.91,3
Lithium Carbonate,D016651,554-13-2,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL2|TNF,8.90,3
diethyl maleate,C014476,141-05-9,COVID-19,MESH:D000086382,,CXCL10|CXCL8|IL10|IL1B|TNF,8.89,3
"2-amino-3-methylimidazo(4,5-f)quinoline",C029216,76180-96-6,COVID-19,MESH:D000086382,,IL10|IL1B|IL6,8.88,5
Dronabinol,D013759,,COVID-19,MESH:D000086382,,AGT|BSG|CCL2|CXCL10|CXCL8|F8|ICAM5|IL10|IL10RB|IL1B|IL2|IL6|IL7|TMEM106B|TNF,8.88,9
diallyl disulfide,C028009,2179-57-9,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,8.87,5
2-((aminocarbonyl)amino)-5-(4-fluorophenyl)-3-thiophenecarboxamide,C499326,,COVID-19,MESH:D000086382,,IL6|TNF,8.85,5
AG 127,C069028,118409-62-4,COVID-19,MESH:D000086382,,IL1B|TNF,8.85,2
azaspirane,C099015,123018-47-3,COVID-19,MESH:D000086382,,IL6|TNF,8.85,5
calcitonin gene-related peptide (8-37),C058636,119911-68-1,COVID-19,MESH:D000086382,,IL6|TNF,8.85,5
eumelanin,C041877,12627-86-0,COVID-19,MESH:D000086382,,IL6|TNF,8.85,5
monotropein,C507582,,COVID-19,MESH:D000086382,,IL1B|TNF,8.85,2
N-(1-adamantyl)-1-pentylindazole-3-carboxamide,C000606545,,COVID-19,MESH:D000086382,,IL6|TNF,8.85,5
Ouabain,D010042,630-60-4,COVID-19,MESH:D000086382,,AGT|CCL2|IL2RA|IL6,8.85,6
sophocarpine,C035933,6483-15-4,COVID-19,MESH:D000086382,,IL6|TNF,8.85,5
tussilagone,C054337,,COVID-19,MESH:D000086382,,IL6|TNF,8.85,5
anandamide,C078814,94421-68-8,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.84,5
carbetapentane,C018861,77-23-6,COVID-19,MESH:D000086382,,CXCL8|IL1B,8.84,2
LY 290042,C549075,,COVID-19,MESH:D000086382,,CXCL8|IL6,8.83,4
"14,15-epoxy-5,8,11-eicosatrienoic acid",C046782,81276-03-1,COVID-19,MESH:D000086382,,ACE2|AGT,8.82,16
Aflatoxin B1,D016604,1162-65-8,COVID-19,MESH:D000086382,,ABO|ACE2|AGT|ATP11A|BCL11A|BSG|CCL2|CCL3|CCR2|CRP|CXCL10|CXCL8|F8|FUT2|ICAM5|IFNAR2|IL10|IL10RB|IL1B|IL2RA|IL6|IL7|LZTFL1|MUC1|PLSCR1|SELE|TMEM106B|TMPRSS2|TNF,8.82,28
"amphotericin B, deoxycholate drug combination",C059765,87687-70-5,COVID-19,MESH:D000086382,,CCL2|CXCL10|CXCL8|IL6|TNF,8.82,5
Alprostadil,D000527,745-65-3,COVID-19,MESH:D000086382,,AGT|IL6|TNF,8.81,6
Methylene Chloride,D008752,75-09-2,COVID-19,MESH:D000086382,,CXCL8|IL10|IL6|TNF,8.81,5
Ambroxol,D000551,18683-91-5,COVID-19,MESH:D000086382,,CCL2|TNF,8.80,1
benzyl cinnamate,C526327,,COVID-19,MESH:D000086382,,CXCL8|TNF,8.79,2
beta-Endorphin,D001615,60617-12-1,COVID-19,MESH:D000086382,,AGT|IL2,8.79,2
Folic Acid,D005492,59-30-3,COVID-19,MESH:D000086382,,AGT|ATP11A|BCL11A|BSG|BTK|CCL2|CCL3|CCR2|CRP|CXCL10|CXCL8|HCK|ICAM5|IL10|IL10RB|IL1B|IL2|IL2RA|IL6|LZTFL1|MUC1|PLSCR1|TMPRSS2|TMPRSS4|TNF,8.78,16
Polyethyleneimine,D011094,9002-98-6,COVID-19,MESH:D000086382,,CSF3|IL6|TNF,8.78,5
Cimetidine,D002927,51481-61-9,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|TNF,8.77,3
Edetic Acid,D004492,60-00-4,COVID-19,MESH:D000086382,,CXCL8|IL6|TNF,8.77,5
tubastatin A,C553587,,COVID-19,MESH:D000086382,,CRP|CXCL8,8.77,2
Maneb,D008344,12427-38-2,COVID-19,MESH:D000086382,,BCL11A|CCL2|CXCL10|IL1B|IL6|TNF|UGCG,8.76,7
Ibotenic Acid,D007051,2552-55-8,COVID-19,MESH:D000086382,,IL1B|IL6,8.75,4
"1,3,7,9-tetramethyluric acid",C077059,,COVID-19,MESH:D000086382,,IL1B|TNF,8.71,2
Asian ginseng,C000713447,,COVID-19,MESH:D000086382,,IL1B|TNF,8.71,2
costunolide,C002602,553-21-9,COVID-19,MESH:D000086382,,IL10|TNF,8.71,2
GW0072,C119543,,COVID-19,MESH:D000086382,,IL1B|TNF,8.71,2
mercaptosteroid 6,C000600817,,COVID-19,MESH:D000086382,,CCL2|IL1B,8.71,2
Methanol,D000432,67-56-1,COVID-19,MESH:D000086382,,IL1B|IL2|TNF,8.71,2
naringenin,C005273,480-41-1,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL6|TNF,8.71,5
nitroflurbiprofen,C095631,158836-71-6,COVID-19,MESH:D000086382,,IL1B|TNF,8.71,2
4-nitrobenzyl bromide,C027563,100-11-8,COVID-19,MESH:D000086382,,CXCL8|IL1B,8.70,2
Gefitinib,D000077156,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|TNF,8.70,3
Pasteurella multocida toxin,C062258,,COVID-19,MESH:D000086382,,IL6|TNF,8.70,5
Alloys,D000497,,COVID-19,MESH:D000086382,,CRP|IL6,8.68,4
Triiodothyronine,D014284,6893-02-3,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL6|TNF|UGCG,8.67,6
Vanadates,D014638,,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL6|PLSCR1,8.67,6
"2,4-dichlorophenoxyacetic acid isooctyl ester",C046635,25168-26-7,COVID-19,MESH:D000086382,,CCL2|TNF,8.66,1
"5,10,15,20-tetrakis(4-sulfonatophenyl)porphyrinato iron(III) chloride",C466420,,COVID-19,MESH:D000086382,,SELE|TNF,8.66,2
linalyl acetate,C074463,115-95-7,COVID-19,MESH:D000086382,,SELE|TNF,8.66,2
3-aminobenzanthrone,C475568,,COVID-19,MESH:D000086382,,CXCL8|TNF,8.65,2
hydroxycitronellal,C020755,107-75-5,COVID-19,MESH:D000086382,,CXCL8|TNF,8.65,2
Insecticides,D007306,,COVID-19,MESH:D000086382,,IL1B|IL2|TNF,8.65,2
MRT67307,C556458,,COVID-19,MESH:D000086382,,CXCL8|TNF,8.65,2
SB-332235,C000723833,,COVID-19,MESH:D000086382,,CXCL8|TNF,8.65,2
boldine,C011686,476-70-0,COVID-19,MESH:D000086382,,AGT|TNF,8.64,2
Polyethylene Glycols,D011092,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL6,8.64,5
xestospongin C,C511704,,COVID-19,MESH:D000086382,,AGT|TNF,8.64,2
"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine",C534147,,COVID-19,MESH:D000086382,,IL10|IL6,8.63,5
Benzocaine,D001566,,COVID-19,MESH:D000086382,,IL10|IL2,8.63,2
cyclopamine,C000541,4449-51-8,COVID-19,MESH:D000086382,,IL10|IL1B|IL6,8.63,5
HU 211,C062018,,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,8.63,5
1-hydroxy-2-naphthoic acid,C050175,86-48-6,COVID-19,MESH:D000086382,,IL1B|IL6,8.62,4
Masoprocol,D009637,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.62,5
"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",C049584,105650-23-5,COVID-19,MESH:D000086382,,CXCL10|IFNAR2|IL1B|IL2|IL6|TNF,8.61,6
Ergosterol,D004875,57-87-4,COVID-19,MESH:D000086382,,CCL2|IL1B,8.59,2
rhapontin,C023538,155-58-8,COVID-19,MESH:D000086382,,IL10|TNF,8.59,2
terutroban,C501362,,COVID-19,MESH:D000086382,,CCL2|IL1B,8.59,2
1-Butanol,D020001,71-36-3,COVID-19,MESH:D000086382,,AGT|BSG|CXCL8|IL10|IL1B|IL2,8.57,5
aminochrome 1,C091584,39984-17-3,COVID-19,MESH:D000086382,,IL1B|TNF,8.57,2
basil oil,C051168,8015-73-4,COVID-19,MESH:D000086382,,IL6|TNF,8.57,5
beta-elemene,C445979,,COVID-19,MESH:D000086382,,IL6|TNF,8.57,5
Ergothioneine,D004880,497-30-3,COVID-19,MESH:D000086382,,IL6|TNF,8.57,5
ethion,C100038,563-12-2,COVID-19,MESH:D000086382,,IL1B|TNF,8.57,2
Ethylmercury Compounds,D005035,,COVID-19,MESH:D000086382,,IL1B|TNF,8.57,2
"Fatty Acids, Volatile",D005232,,COVID-19,MESH:D000086382,,IL6|TNF,8.57,5
glycine propionyl carnitine,C000588486,,COVID-19,MESH:D000086382,,IL6|TNF,8.57,5
Huang Qi,C027492,,COVID-19,MESH:D000086382,,IL6|TNF,8.57,5
Iron-Dextran Complex,D007505,9004-66-4,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.57,5
leptin (116-130),C410793,,COVID-19,MESH:D000086382,,IL1B|TNF,8.57,2
Nigericin,D009550,28380-24-7,COVID-19,MESH:D000086382,,IL1B|TNF,8.57,2
PNU-282987,C498513,,COVID-19,MESH:D000086382,,IL6|TNF,8.57,5
pomegranate fruit rind,C000712310,,COVID-19,MESH:D000086382,,IL1B|TNF,8.57,2
PS1145,C456319,,COVID-19,MESH:D000086382,,IL6|TNF,8.57,5
Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,COVID-19,MESH:D000086382,,ACE2|AGT|CXCL8|IL1B|IL6|TNF,8.56,21
decabromobiphenyl ether,C010902,1163-19-5,COVID-19,MESH:D000086382,,BTK|CXCL8|F8|FUT2|IL10|IL1B|IL2|IL6|SELE|TMEM106B|TMPRSS2|TNF,8.55,11
Disulfiram,D004221,97-77-8,COVID-19,MESH:D000086382,,ACE2|BTK|CCL2|CCR2|IL1B|IL6|TNF,8.55,22
Piperidines,D010880,,COVID-19,MESH:D000086382,,CCL2|CCR2,8.55,2
norgestimate,C017576,35189-28-7,COVID-19,MESH:D000086382,,CRP|F8,8.54,2
T-2 Toxin,D013605,21259-20-1,COVID-19,MESH:D000086382,,ATP11A|CSF3|CXCL8|F8|HCK|IL10|IL1B|IL2|IL6|IL7|PLSCR1|TNF,8.54,7
2-ethylhexyldiphenylphosphate,C018535,1241-94-7,COVID-19,MESH:D000086382,,IL1B|IL6|MUC1,8.52,5
perfluorooctane sulfonic acid,C076994,1763-23-1,COVID-19,MESH:D000086382,,ACE2|AGT|BSG|CCL2|CCL3|CRP|CXCL10|CXCL8|F8|IFNAR2|IL10|IL10RB|IL1B|IL2|IL2RA|IL6|PLSCR1|TMPRSS2|TMPRSS4|TNF|TYK2,8.52,25
Sunphenon,C074269,131258-00-9,COVID-19,MESH:D000086382,,CCL2|CCL3,8.52,1
6-OH-BDE-47,C580599,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.51,5
Carbachol,D002217,,COVID-19,MESH:D000086382,,IL10|IL1B|TNF,8.51,3
spinetoram,C548262,,COVID-19,MESH:D000086382,,IL10|IL6,8.51,5
"3',4'-dimethoxy-alpha-naphthoflavone",C557505,,COVID-19,MESH:D000086382,,IL1B|IL6,8.49,4
diphenylarsinic acid,C493087,,COVID-19,MESH:D000086382,,CCL2|CRP|CXCL8|IL6,8.49,5
punicalagin,C115642,65995-63-3,COVID-19,MESH:D000086382,,IL1B|IL6,8.49,4
Formaldehyde,D005557,50-00-0,COVID-19,MESH:D000086382,,BCL11A|BTK|CCL2|CCL3|CSF3|CXCL10|CXCL8|F8|IL10|IL1B|IL2|IL6|OAS1|TNF,8.48,8
cyhalothrin,C037304,68085-85-8,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|IL6|TNF,8.47,5
Hexadimethrine Bromide,D006583,9011-04-5,COVID-19,MESH:D000086382,,CCL2|IL6,8.47,5
"ergosta-4,6,8(14),22-tetraen-3-one",C015860,,COVID-19,MESH:D000086382,,AGT|CCL2,8.46,2
Hydrocarbons,D006838,,COVID-19,MESH:D000086382,,CXCL8|IL6,8.46,4
Penbutolol,D010394,36507-48-9,COVID-19,MESH:D000086382,,CXCL8|IL1B,8.46,2
Tungsten Compounds,D017973,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B,8.46,3
goralatide,C058504,120081-14-3,COVID-19,MESH:D000086382,,ACE2|AGT,8.45,16
lipopolysaccharide A,C082161,,COVID-19,MESH:D000086382,,IL1B|TNF,8.45,2
Monocrotophos,D008999,6923-22-4,COVID-19,MESH:D000086382,,IL1B|IL2|TNF,8.45,2
aureusidin,C416232,38216-54-5,COVID-19,MESH:D000086382,,IL6|TNF,8.44,5
Limonene,D000077222,,COVID-19,MESH:D000086382,,CXCL8|IL6|TNF,8.43,5
CTAP octapeptide,C529311,,COVID-19,MESH:D000086382,,CXCL8|TNF,8.41,2
aroclor 1260,C026987,11096-82-5,COVID-19,MESH:D000086382,,CCL3|IL6|TNF,8.39,5
1-(quinoxalin-6-ylcarbonyl)piperidine,C097396,,COVID-19,MESH:D000086382,,IL1B|IL6,8.37,4
7-hydroxyl-1-methylindole-3-acetonitrile,C000614155,,COVID-19,MESH:D000086382,,IL1B|IL6,8.37,4
"di-2-pyridylketone-4,4-dimethyl-3-thiosemicarbazone",C539263,,COVID-19,MESH:D000086382,,IL2|IL2RA,8.37,3
gingerol,C007845,1391-73-7,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.37,5
carboxymethyl-chitosan,C514968,,COVID-19,MESH:D000086382,,AGT|IL6,8.36,5
Prostaglandins E,D011458,,COVID-19,MESH:D000086382,,AGT|IL6,8.36,5
Artesunate,D000077332,,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.35,5
primycin,C009041,30003-49-7,COVID-19,MESH:D000086382,,CXCL8|IL6,8.35,4
Thenoyltrifluoroacetone,D013804,326-91-0,COVID-19,MESH:D000086382,,AGT|SELE,8.35,2
Letrozole,D000077289,112809-51-5,COVID-19,MESH:D000086382,,IL10|IL6|TNF,8.34,5
catalpol,C078040,2415-24-9,COVID-19,MESH:D000086382,,IL1B|TNF,8.33,2
"3,9-bis((ethylthio)methyl)-K-252a",C106592,156177-65-0,COVID-19,MESH:D000086382,,IL6|TNF,8.32,5
Nitrogen Oxides,D009589,,COVID-19,MESH:D000086382,,CXCL8|IL6|TNF,8.32,5
nonivamide,C040937,618-92-8,COVID-19,MESH:D000086382,,IL6|TNF,8.32,5
polyethylene glycol-superoxide dismutase,C063471,,COVID-19,MESH:D000086382,,AGT|TNF,8.32,2
Sucrose,D013395,57-50-1,COVID-19,MESH:D000086382,,AGT|CCL2|IL6,8.32,6
Thiazolidines,D053778,,COVID-19,MESH:D000086382,,IL6|TNF,8.32,5
Bisphenol A-Glycidyl Methacrylate,D017438,1565-94-2,COVID-19,MESH:D000086382,,CXCL8|TNF,8.31,2
Hydroxylamine,D019811,7803-49-8,COVID-19,MESH:D000086382,,IL10|IL1B,8.31,3
IC 87114,C477872,,COVID-19,MESH:D000086382,,IL10|IL6,8.31,5
Naphthalenes,D009281,,COVID-19,MESH:D000086382,,CCL2|IL6|PLSCR1,8.31,6
Vinorelbine,D000077235,71486-22-1,COVID-19,MESH:D000086382,,IL10|IL7|TNF,8.31,2
Clodronic Acid,D004002,10596-23-3,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,8.30,5
tetramethrin,C009424,7696-12-0,COVID-19,MESH:D000086382,,CCL2|TMPRSS2,8.30,4
ginsenoside Rg1,C035054,22427-39-0,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.29,5
8-epi-prostaglandin F2alpha,C075750,27415-26-5,COVID-19,MESH:D000086382,,AGT|IL1B,8.27,2
Carbon,D002244,7440-44-0,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.27,5
"1,2-dibromo-2,4-dicyanobutane",C039411,35691-65-7,COVID-19,MESH:D000086382,,CXCL8|IL1B,8.25,2
Sodium,D012964,7440-23-5,COVID-19,MESH:D000086382,,AGT|CCL2|IL1B,8.24,3
"2,4-thiazolidinedione",C089946,2295-31-0,COVID-19,MESH:D000086382,,IL6|TNF,8.22,5
2'-benzoyloxycinnamaldehyde,C484327,,COVID-19,MESH:D000086382,,IL1B|TNF,8.22,2
3-Mercaptopropionic Acid,D015097,107-96-0,COVID-19,MESH:D000086382,,IL1B|TNF,8.22,2
"9,11-linoleic acid",C046938,1839-11-8,COVID-19,MESH:D000086382,,IL1B|TNF,8.22,2
antimycin,C032456,11118-72-2,COVID-19,MESH:D000086382,,AGT|TNF,8.22,2
boldenone,C013915,,COVID-19,MESH:D000086382,,IL1B|TNF,8.22,2
chebulagic acid,C076178,23094-71-5,COVID-19,MESH:D000086382,,IL1B|TNF,8.22,2
latrunculin B,C037068,76343-94-7,COVID-19,MESH:D000086382,,IL1B|TNF,8.22,2
Methyl Parathion,D008743,298-00-0,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.22,5
N-(benzyloxycarbonyl)-phenylalanyl-tyrosinal,C101290,,COVID-19,MESH:D000086382,,IL1B|TNF,8.22,2
sodium chlorate,C032706,7775-09-9,COVID-19,MESH:D000086382,,CCL2|CCR2,8.22,2
Tannic Acid,C000726650,,COVID-19,MESH:D000086382,,IL6|TNF,8.22,5
Thromboxane B2,D013929,54397-85-2,COVID-19,MESH:D000086382,,IL1B|TNF,8.22,2
muraglitazar,C500085,,COVID-19,MESH:D000086382,,ABO|CCL2|CCL3|CXCL10|IL1B,8.20,3
Cisplatin,D002945,15663-27-1,COVID-19,MESH:D000086382,,ACE2|AGT|ATP11A|BSG|CCL2|CCR2|CSF3|CXCL10|CXCL8|F8|HCK|IFNAR2|IL10|IL10RB|IL1B|IL2|IL6|IL7|MUC1|OAS1|PLSCR1|TNF,8.19,26
lead nitrate,C017461,18256-98-9,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL2|TNF,8.18,3
Docetaxel,D000077143,,COVID-19,MESH:D000086382,,IL1B|IL6|MUC1|TNF,8.17,6
N-(2-(3H-indol-3-yl)ethyl)-9-isopropyl-2-(5-methyl-3-pyridyl)purin-6-amine,C560625,,COVID-19,MESH:D000086382,,IL1B|IL6,8.17,4
"24,25-Dihydroxyvitamin D 3",D015650,40013-87-4,COVID-19,MESH:D000086382,,CCL2|CXCL8,8.16,2
"3,4,5,4'-tetramethoxystilbene",C482492,,COVID-19,MESH:D000086382,,CXCL8|SELE|TNF,8.16,3
"5,8,11,14-Eicosatetraynoic Acid",D015117,1191-85-1,COVID-19,MESH:D000086382,,AGT|IL10,8.16,3
zomepirac glucuronide,C027368,75871-31-7,COVID-19,MESH:D000086382,,CXCL8|IL6,8.15,4
JP8 aviation fuel,C098607,,COVID-19,MESH:D000086382,,ATP11A|BCL11A|BSG|CCL2|CCL3|CRP|CXCL8|F8|IFNAR2|IL10|IL1B|IL6|PLSCR1|TMEM106B|TMPRSS4|TNF|UGCG,8.13,11
"2,3,5-trimethyl-6-(12-hydroxy-5,10-dodecadiynyl)-1,4-benzoquinone",C036837,80809-81-0,COVID-19,MESH:D000086382,,IL6|TNF,8.12,5
"7,8-diacetoxy-4-methylcoumarin",C114369,,COVID-19,MESH:D000086382,,IL6|TNF,8.12,5
Aldosterone,D000450,52-39-1,COVID-19,MESH:D000086382,,AGT|IL6|TNF,8.12,6
alpha-solamargine,C026608,20318-30-3,COVID-19,MESH:D000086382,,IL1B|TNF,8.12,2
coomassie Brilliant Blue,C004692,6104-58-1,COVID-19,MESH:D000086382,,IL10|IL6,8.12,5
dexamethasone 21-phosphate,C004180,312-93-6,COVID-19,MESH:D000086382,,IL1B|TNF,8.12,2
dioscin,C019357,19057-60-4,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.12,5
Glycosaminoglycans,D006025,,COVID-19,MESH:D000086382,,IL1B|TNF,8.12,2
myrtenol,C534317,,COVID-19,MESH:D000086382,,IL1B|TNF,8.12,2
myxothiazol,C030517,,COVID-19,MESH:D000086382,,IL6|TNF,8.12,5
propacetamol,C063776,66532-86-3,COVID-19,MESH:D000086382,,IL6|TNF,8.12,5
diisononyl phthalate,C012125,28553-12-0,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,8.11,5
methyl arachidonylfluorophosphonate,C104810,,COVID-19,MESH:D000086382,,CXCL8|TNF,8.11,2
pimagedine,C004479,79-17-4,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.09,5
aniline,C023650,62-53-3,COVID-19,MESH:D000086382,,CXCL8|IL6|TNF,8.08,5
Benzoates,D001565,,COVID-19,MESH:D000086382,,CXCL10|IL6|PLSCR1,8.08,6
bromfenac,C053083,91714-94-2,COVID-19,MESH:D000086382,,CXCL8|IL1B,8.07,2
imidazole,C029899,288-32-4,COVID-19,MESH:D000086382,,IL1B|IL6,8.07,4
spautin-1,C000591235,,COVID-19,MESH:D000086382,,CXCL8|IL6,8.06,4
arachidonyl dopamine,C474941,,COVID-19,MESH:D000086382,,IL10|IL6,8.04,5
4-(4-(3-(4-trifluoromethoxy-phenyl)ureido)cyclohexyloxy)benzoic acid,C572961,,COVID-19,MESH:D000086382,,CCL2|TNF,8.03,1
4-O-methylhonokiol,C542058,,COVID-19,MESH:D000086382,,CCL3|TNF,8.03,1
adelmidrol,C552602,,COVID-19,MESH:D000086382,,IL1B|TNF,8.03,2
Amrinone,D000676,60719-84-8,COVID-19,MESH:D000086382,,IL1B|TNF,8.03,2
"enterotoxin C, staphylococcal",C034959,39424-54-9,COVID-19,MESH:D000086382,,IL1B|TNF,8.03,2
Ethanol,D000431,64-17-5,COVID-19,MESH:D000086382,,ACE2|AGT|ATP11A|BCL11A|BSG|CCL2|CCL3|CCR2|CRP|CSF3|CXCL10|CXCL8|HCK|ICAM5|IL10|IL1B|IL2|IL2RA|IL6|IL7|PLSCR1|SELE|TNF,8.03,25
Heterocyclic Compounds,D006571,,COVID-19,MESH:D000086382,,CCL2|TNF,8.03,1
lavender oil,C045718,8000-28-0,COVID-19,MESH:D000086382,,SELE|TNF,8.03,2
methyl isocyanate,C008461,624-83-9,COVID-19,MESH:D000086382,,IL10|IL2,8.03,2
N-palmitoylsphingosine,C097760,4201-58-5,COVID-19,MESH:D000086382,,IL1B|TNF,8.03,2
Pyrazines,D011719,,COVID-19,MESH:D000086382,,IL1B|TNF,8.03,2
Topotecan,D019772,123948-87-8,COVID-19,MESH:D000086382,,BCL11A|CCL2|CCL3|CCR2|CXCL10|FUT2|IL1B|IL6|IL7|TNF|UGCG,8.03,8
Dithiothreitol,D004229,3483-12-3,COVID-19,MESH:D000086382,,IL1B|IL6|TNF,8.02,5
fluorene,C041509,86-73-7,COVID-19,MESH:D000086382,,IL6|TNF,8.02,5
isosakuranetin,C538973,,COVID-19,MESH:D000086382,,CXCL8|TNF,8.02,2
lycorine,C015330,476-28-8,COVID-19,MESH:D000086382,,IL6|TNF,8.02,5
myrrh resin,C587573,9000-45-7,COVID-19,MESH:D000086382,,IL6|TNF,8.02,5
Fenretinide,D017313,65646-68-6,COVID-19,MESH:D000086382,,ATP11A|CCL2|CCR2|CSF3|CXCL10|F8|HCK|IFNAR2|IL1B|IL6|PLSCR1|SELE|TMPRSS2|TNF,8.01,11
L 709049,C096429,143313-51-3,COVID-19,MESH:D000086382,,IL1B|SELE,8.00,2
