Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
AHSA2P,130872,COVID-19,MESH:D000086382,,Zinc,3.00,2
DYSF,8291,COVID-19,MESH:D000086382,,Zinc Sulfate,3.00,1
FBXL14,144699,COVID-19,MESH:D000086382,,Zinc,3.00,2
FBXW10,10517,COVID-19,MESH:D000086382,,Zinc,3.00,2
GCNA,93953,COVID-19,MESH:D000086382,,Zinc,3.00,2
GK5,256356,COVID-19,MESH:D000086382,,Zinc,3.00,2
IGHG1,3500,COVID-19,MESH:D000086382,,Zinc,3.00,2
KRT25,147183,COVID-19,MESH:D000086382,,Choline,3.00,1
LPIN2,9663,COVID-19,MESH:D000086382,,Zinc Sulfate,3.00,1
MIR185,406961,COVID-19,MESH:D000086382,,Zinc,3.00,2
MS4A4D,66607,COVID-19,MESH:D000086382,,Choline,3.00,1
NEFH,4744,COVID-19,MESH:D000086382,,Melatonin,3.00,2
OGFOD2,79676,COVID-19,MESH:D000086382,,Choline,3.00,1
OTP,23440,COVID-19,MESH:D000086382,,Choline,3.00,1
PDE7B,27115,COVID-19,MESH:D000086382,,Zinc Sulfate,3.00,1
PRDM10,56980,COVID-19,MESH:D000086382,,Zinc,3.00,2
SKN-1,177343,COVID-19,MESH:D000086382,,Zinc,3.00,2
TNNI3K,51086,COVID-19,MESH:D000086382,,Zinc,3.00,2
USB1,79650,COVID-19,MESH:D000086382,,Zinc,3.00,2
UTF1,8433,COVID-19,MESH:D000086382,,Choline,3.00,1
VTG1,559475,COVID-19,MESH:D000086382,,Zinc Sulfate,3.00,1
ZFP608,269023,COVID-19,MESH:D000086382,,Choline,3.00,1
ZFP715,69930,COVID-19,MESH:D000086382,,Choline,3.00,1
ZFP82,284406,COVID-19,MESH:D000086382,,Choline,3.00,1
ABCA9,10350,COVID-19,MESH:D000086382,,Zinc,2.99,2
ASB11,140456,COVID-19,MESH:D000086382,,Choline,2.99,1
ASB18,401036,COVID-19,MESH:D000086382,,Choline,2.99,1
CHRNB4,1143,COVID-19,MESH:D000086382,,Zinc Sulfate,2.99,1
CPNE6,9362,COVID-19,MESH:D000086382,,Choline,2.99,1
DHX58,79132,COVID-19,MESH:D000086382,,Zinc Sulfate,2.99,1
DRP2,1821,COVID-19,MESH:D000086382,,Zinc,2.99,2
FOXN2,3344,COVID-19,MESH:D000086382,,Zinc,2.99,2
GPATCH3,63906,COVID-19,MESH:D000086382,,Choline,2.99,1
MIR532,693124,COVID-19,MESH:D000086382,,Zinc,2.99,2
MIR708,100126333,COVID-19,MESH:D000086382,,Choline,2.99,1
NEK5,341676,COVID-19,MESH:D000086382,,Choline,2.99,1
OPA3,80207,COVID-19,MESH:D000086382,,Zinc,2.99,2
PARD6G,84552,COVID-19,MESH:D000086382,,Zinc,2.99,2
PTRHD1,391356,COVID-19,MESH:D000086382,,Ivermectin,2.99,2
RAB4B,53916,COVID-19,MESH:D000086382,,Zinc,2.99,2
RPUSD1,113000,COVID-19,MESH:D000086382,,Choline,2.99,1
SPICE1,152185,COVID-19,MESH:D000086382,,Zinc,2.99,2
SSPO,243369,COVID-19,MESH:D000086382,,Choline,2.99,1
TEFM,79736,COVID-19,MESH:D000086382,,Zinc,2.99,2
TTC21B,79809,COVID-19,MESH:D000086382,,Choline,2.99,1
VPS51,738,COVID-19,MESH:D000086382,,Ivermectin,2.99,2
ZFP280B,64453,COVID-19,MESH:D000086382,,Choline,2.99,1
ZFP68,24135,COVID-19,MESH:D000086382,,Choline,2.99,1
ARF2,11841,COVID-19,MESH:D000086382,,Zinc,2.98,2
ARL14,80117,COVID-19,MESH:D000086382,,Zinc,2.98,2
FAM13A,10144,COVID-19,MESH:D000086382,,Zinc Sulfate,2.98,1
FAM220A,84792,COVID-19,MESH:D000086382,,Zinc,2.98,2
GPER1,2852,COVID-19,MESH:D000086382,,Sirolimus,2.98,1
HBZ,3050,COVID-19,MESH:D000086382,,Zinc,2.98,2
IL9R,3581,COVID-19,MESH:D000086382,,Zinc,2.98,2
KBTBD6,89890,COVID-19,MESH:D000086382,,Zinc,2.98,2
MICOS10,440574,COVID-19,MESH:D000086382,,Zinc,2.98,2
MIR26B,407017,COVID-19,MESH:D000086382,,Zinc,2.98,2
MZB1,51237,COVID-19,MESH:D000086382,,Zinc,2.98,2
PPP1R1B,84152,COVID-19,MESH:D000086382,,Sirolimus,2.98,1
SIPA1L2,57568,COVID-19,MESH:D000086382,,Zinc Sulfate,2.98,1
SLC35A2,7355,COVID-19,MESH:D000086382,,Zinc,2.98,2
TBC1D19,55296,COVID-19,MESH:D000086382,,Zinc,2.98,2
ZBTB32,27033,COVID-19,MESH:D000086382,,Zinc,2.98,2
ZNF410,57862,COVID-19,MESH:D000086382,,Zinc,2.98,2
ZNF622,90441,COVID-19,MESH:D000086382,,Zinc,2.98,2
ACTR5,79913,COVID-19,MESH:D000086382,,Choline,2.97,1
ARSL,415,COVID-19,MESH:D000086382,,Ivermectin,2.97,2
B4GALNT2,124872,COVID-19,MESH:D000086382,,Choline,2.97,1
BARX1,56033,COVID-19,MESH:D000086382,,Choline,2.97,1
BHLHB9,70237,COVID-19,MESH:D000086382,,Choline,2.97,1
DCAF1,9730,COVID-19,MESH:D000086382,,Ivermectin,2.97,2
FAM131A,131408,COVID-19,MESH:D000086382,,Zinc,2.97,2
FAM131C,348487,COVID-19,MESH:D000086382,,Choline,2.97,1
H2-M3,14991,COVID-19,MESH:D000086382,,Choline,2.97,1
LANCL3,347404,COVID-19,MESH:D000086382,,Choline,2.97,1
MAP2K6,5608,COVID-19,MESH:D000086382,,Melatonin,2.97,2
MIR100,406892,COVID-19,MESH:D000086382,,Zinc,2.97,2
MME,4311,COVID-19,MESH:D000086382,,Melatonin,2.97,2
PCDHA6,56142,COVID-19,MESH:D000086382,,Ivermectin,2.97,2
PDZD4,57595,COVID-19,MESH:D000086382,,Choline,2.97,1
PRDM12,59335,COVID-19,MESH:D000086382,,Choline,2.97,1
SLC26A5,375611,COVID-19,MESH:D000086382,,Zinc,2.97,2
STFA2L1,268885,COVID-19,MESH:D000086382,,Choline,2.97,1
TBXA2R,6915,COVID-19,MESH:D000086382,,Zinc Sulfate,2.97,1
TMEM72,643236,COVID-19,MESH:D000086382,,Ivermectin,2.97,2
TREML4,285852,COVID-19,MESH:D000086382,,Choline,2.97,1
TRP53I11,277414,COVID-19,MESH:D000086382,,Choline,2.97,1
ZNF394,84124,COVID-19,MESH:D000086382,,Zinc,2.97,2
ZNF473,25888,COVID-19,MESH:D000086382,,Zinc,2.97,2
ZNF787,126208,COVID-19,MESH:D000086382,,Ivermectin,2.97,2
ATG101,60673,COVID-19,MESH:D000086382,,Zinc,2.96,2
CCDC116,164592,COVID-19,MESH:D000086382,,Choline,2.96,1
CETN4,207175,COVID-19,MESH:D000086382,,Choline,2.96,1
CROCC,9696,COVID-19,MESH:D000086382,,Zinc,2.96,2
EVX1,2128,COVID-19,MESH:D000086382,,Choline,2.96,1
LY6G,546644,COVID-19,MESH:D000086382,,Choline,2.96,1
MIR18A,406953,COVID-19,MESH:D000086382,,Zinc,2.96,2
MYCBPAP,84073,COVID-19,MESH:D000086382,,Choline,2.96,1
ROBO1,6091,COVID-19,MESH:D000086382,,Zinc Sulfate,2.96,1
SLC13A1,6561,COVID-19,MESH:D000086382,,Zinc,2.96,2
SNX22,79856,COVID-19,MESH:D000086382,,Choline,2.96,1
T,20997,COVID-19,MESH:D000086382,,Choline,2.96,1
TFAM,7019,COVID-19,MESH:D000086382,,Melatonin,2.96,2
THTPA,79178,COVID-19,MESH:D000086382,,Choline,2.96,1
TLR13,279572,COVID-19,MESH:D000086382,,Choline,2.96,1
TMEM9B,56674,COVID-19,MESH:D000086382,,Zinc,2.96,2
TRIM71,131405,COVID-19,MESH:D000086382,,Choline,2.96,1
VPS26B,112936,COVID-19,MESH:D000086382,,Zinc,2.96,2
ZFP9,22750,COVID-19,MESH:D000086382,,Choline,2.96,1
ZNF24,7572,COVID-19,MESH:D000086382,,Zinc,2.96,2
CCZ1,51622,COVID-19,MESH:D000086382,,Ivermectin,2.95,2
CD80,941,COVID-19,MESH:D000086382,,Sirolimus,2.95,1
CST8,10047,COVID-19,MESH:D000086382,,Choline,2.95,1
ERICH1,157697,COVID-19,MESH:D000086382,,Zinc,2.95,2
GATC,283459,COVID-19,MESH:D000086382,,Ivermectin,2.95,2
HOXD9,3235,COVID-19,MESH:D000086382,,Choline,2.95,1
IRX6,79190,COVID-19,MESH:D000086382,,Choline,2.95,1
MED26,9441,COVID-19,MESH:D000086382,,Zinc,2.95,2
MIR101A,387143,COVID-19,MESH:D000086382,,Choline,2.95,1
MIR25,407014,COVID-19,MESH:D000086382,,Zinc,2.95,2
OTOP1,133060,COVID-19,MESH:D000086382,,Choline,2.95,1
PRDM6,93166,COVID-19,MESH:D000086382,,Zinc,2.95,2
RNF216,54476,COVID-19,MESH:D000086382,,Zinc,2.95,2
SH3BP5L,80851,COVID-19,MESH:D000086382,,Choline,2.95,1
SKP2,6502,COVID-19,MESH:D000086382,,Sirolimus,2.95,1
SNX19,399979,COVID-19,MESH:D000086382,,Choline,2.95,1
TLX1,3195,COVID-19,MESH:D000086382,,Choline,2.95,1
TMEM127,55654,COVID-19,MESH:D000086382,,Choline,2.95,1
TMEM178,68027,COVID-19,MESH:D000086382,,Choline,2.95,1
UGT2B,24862,COVID-19,MESH:D000086382,,Zinc,2.95,2
VAX2,25806,COVID-19,MESH:D000086382,,Choline,2.95,1
ZFP346,26919,COVID-19,MESH:D000086382,,Choline,2.95,1
ZFP462,242466,COVID-19,MESH:D000086382,,Choline,2.95,1
ZIK1,284307,COVID-19,MESH:D000086382,,Choline,2.95,1
C7ORF50,84310,COVID-19,MESH:D000086382,,Ivermectin,2.94,2
CCDC65,85478,COVID-19,MESH:D000086382,,Zinc,2.94,2
CFD,1675,COVID-19,MESH:D000086382,,Sirolimus,2.94,1
CHMP4A,29082,COVID-19,MESH:D000086382,,Ivermectin,2.94,2
CHRNA3,1136,COVID-19,MESH:D000086382,,Zinc Sulfate,2.94,1
CHST10,9486,COVID-19,MESH:D000086382,,Zinc,2.94,2
CZIB,54987,COVID-19,MESH:D000086382,,Ivermectin,2.94,2
FDX2,112812,COVID-19,MESH:D000086382,,Zinc,2.94,2
FXYD4,53828,COVID-19,MESH:D000086382,,Zinc,2.94,2
GNPTG,84572,COVID-19,MESH:D000086382,,Zinc,2.94,2
IL1F10,84639,COVID-19,MESH:D000086382,,Ivermectin,2.94,2
KLHL25,64410,COVID-19,MESH:D000086382,,Zinc,2.94,2
MFAP1,4236,COVID-19,MESH:D000086382,,Ivermectin,2.94,2
MIR204,406987,COVID-19,MESH:D000086382,,Zinc,2.94,2
MIR223,407008,COVID-19,MESH:D000086382,,Zinc,2.94,2
OVCA2,124641,COVID-19,MESH:D000086382,,Ivermectin,2.94,2
RTF2,51507,COVID-19,MESH:D000086382,,Ivermectin,2.94,2
SECTM1,6398,COVID-19,MESH:D000086382,,Zinc,2.94,2
SLC39A2,29986,COVID-19,MESH:D000086382,,Zinc,2.94,2
STEAP4,79689,COVID-19,MESH:D000086382,,Zinc Sulfate,2.94,1
TIMM29,90580,COVID-19,MESH:D000086382,,Ivermectin,2.94,2
TMEM230,29058,COVID-19,MESH:D000086382,,Zinc,2.94,2
TXNDC11,51061,COVID-19,MESH:D000086382,,Zinc,2.94,2
USE1,55850,COVID-19,MESH:D000086382,,Zinc,2.94,2
ADAMTS16,170690,COVID-19,MESH:D000086382,,Choline,2.93,1
ARMCX5,64860,COVID-19,MESH:D000086382,,Choline,2.93,1
C15ORF39,56905,COVID-19,MESH:D000086382,,Zinc,2.93,2
CSF2RB2,12984,COVID-19,MESH:D000086382,,Choline,2.93,1
DCAF12L2,340578,COVID-19,MESH:D000086382,,Choline,2.93,1
GABRR1,2569,COVID-19,MESH:D000086382,,Zinc,2.93,2
HES4,57801,COVID-19,MESH:D000086382,,Zinc,2.93,2
HOXC10,3226,COVID-19,MESH:D000086382,,Zinc,2.93,2
JOSD2,126119,COVID-19,MESH:D000086382,,Zinc,2.93,2
MAD2L1BP,9587,COVID-19,MESH:D000086382,,Zinc,2.93,2
MIR455,619556,COVID-19,MESH:D000086382,,Choline,2.93,1
MIR98,407054,COVID-19,MESH:D000086382,,Zinc,2.93,2
MOB2,81532,COVID-19,MESH:D000086382,,Zinc,2.93,2
NAXD,55739,COVID-19,MESH:D000086382,,Zinc,2.93,2
PIGB,9488,COVID-19,MESH:D000086382,,Choline,2.93,1
PJA1,64219,COVID-19,MESH:D000086382,,Zinc,2.93,2
PKNOX1,5316,COVID-19,MESH:D000086382,,Zinc,2.93,2
RFX1,5989,COVID-19,MESH:D000086382,,Choline,2.93,1
SAMD4,74480,COVID-19,MESH:D000086382,,Choline,2.93,1
SS18L1,26039,COVID-19,MESH:D000086382,,Choline,2.93,1
TIGD5,84948,COVID-19,MESH:D000086382,,Choline,2.93,1
ZBTB8B,728116,COVID-19,MESH:D000086382,,Choline,2.93,1
ACBD6,84320,COVID-19,MESH:D000086382,,Choline,2.92,1
ASAP3,55616,COVID-19,MESH:D000086382,,Zinc,2.92,2
B3GNT8,374907,COVID-19,MESH:D000086382,,Choline,2.92,1
CD207,50489,COVID-19,MESH:D000086382,,Choline,2.92,1
CHMP1B,57132,COVID-19,MESH:D000086382,,Zinc,2.92,2
CYTH2,9266,COVID-19,MESH:D000086382,,Zinc,2.92,2
FBXL12,54850,COVID-19,MESH:D000086382,,Zinc,2.92,2
GPR50,9248,COVID-19,MESH:D000086382,,Choline,2.92,1
GTF3C5,9328,COVID-19,MESH:D000086382,,Ivermectin,2.92,2
HDHD5,27440,COVID-19,MESH:D000086382,,Ivermectin,2.92,2
INVS,27130,COVID-19,MESH:D000086382,,Zinc,2.92,2
KBTBD12,166348,COVID-19,MESH:D000086382,,Choline,2.92,1
KPNA5,3841,COVID-19,MESH:D000086382,,Zinc,2.92,2
LRFN4,78999,COVID-19,MESH:D000086382,,Choline,2.92,1
MED29,55588,COVID-19,MESH:D000086382,,Zinc,2.92,2
MED4,29079,COVID-19,MESH:D000086382,,Zinc,2.92,2
MFSD14A,64645,COVID-19,MESH:D000086382,,Ivermectin,2.92,2
MIR34B,407041,COVID-19,MESH:D000086382,,Zinc,2.92,2
MIR99B,407056,COVID-19,MESH:D000086382,,Zinc,2.92,2
NFKBIL1,4795,COVID-19,MESH:D000086382,,Zinc,2.92,2
NLRP6,171389,COVID-19,MESH:D000086382,,Choline,2.92,1
PAXX,286257,COVID-19,MESH:D000086382,,Ivermectin,2.92,2
PGLYRP2,114770,COVID-19,MESH:D000086382,,Zinc,2.92,2
RAB19,401409,COVID-19,MESH:D000086382,,Choline,2.92,1
RGS13,6003,COVID-19,MESH:D000086382,,Zinc,2.92,2
RIC8B,55188,COVID-19,MESH:D000086382,,Zinc,2.92,2
RIMOC1,285636,COVID-19,MESH:D000086382,,Ivermectin,2.92,2
SAMD14,201191,COVID-19,MESH:D000086382,,Choline,2.92,1
SPINK4,27290,COVID-19,MESH:D000086382,,Zinc,2.92,2
UBOX5,22888,COVID-19,MESH:D000086382,,Choline,2.92,1
VPS35L,57020,COVID-19,MESH:D000086382,,Ivermectin,2.92,2
VRK3,51231,COVID-19,MESH:D000086382,,Zinc,2.92,2
ZNF296,162979,COVID-19,MESH:D000086382,,Zinc,2.92,2
BLOC1S5,63915,COVID-19,MESH:D000086382,,Choline,2.91,1
BTBD2,55643,COVID-19,MESH:D000086382,,Zinc,2.91,2
CCDC93,54520,COVID-19,MESH:D000086382,,Zinc,2.91,2
CD226,10666,COVID-19,MESH:D000086382,,Zinc,2.91,2
CHST5,23563,COVID-19,MESH:D000086382,,Choline,2.91,1
CRTAM,56253,COVID-19,MESH:D000086382,,Zinc,2.91,2
CYP4F16,70101,COVID-19,MESH:D000086382,,Choline,2.91,1
EMILIN3,90187,COVID-19,MESH:D000086382,,Choline,2.91,1
FOXO6,100132074,COVID-19,MESH:D000086382,,Choline,2.91,1
GAL3ST2,64090,COVID-19,MESH:D000086382,,Choline,2.91,1
GYG2,8908,COVID-19,MESH:D000086382,,Zinc,2.91,2
IFNGR1,3459,COVID-19,MESH:D000086382,,Zinc Sulfate,2.91,1
LHFPL4,375323,COVID-19,MESH:D000086382,,Choline,2.91,1
MIR184,406960,COVID-19,MESH:D000086382,,Zinc,2.91,2
MIR375,494324,COVID-19,MESH:D000086382,,Zinc,2.91,2
MIR410,574434,COVID-19,MESH:D000086382,,Choline,2.91,1
NEURL1A,18011,COVID-19,MESH:D000086382,,Choline,2.91,1
RGS5,8490,COVID-19,MESH:D000086382,,Zinc Sulfate,2.91,1
RNF5,6048,COVID-19,MESH:D000086382,,Zinc,2.91,2
RTL6,84247,COVID-19,MESH:D000086382,,Choline,2.91,1
SENP5,205564,COVID-19,MESH:D000086382,,Zinc,2.91,2
SOWAHB,345079,COVID-19,MESH:D000086382,,Choline,2.91,1
TMEM121B,27439,COVID-19,MESH:D000086382,,Choline,2.91,1
TNFRSF13B,23495,COVID-19,MESH:D000086382,,Zinc,2.91,2
TTC33,23548,COVID-19,MESH:D000086382,,Zinc,2.91,2
ZC3H18,124245,COVID-19,MESH:D000086382,,Zinc,2.91,2
ZFP52,22710,COVID-19,MESH:D000086382,,Choline,2.91,1
AK6,102157402,COVID-19,MESH:D000086382,,Ivermectin,2.90,2
ASTN1,460,COVID-19,MESH:D000086382,,Zinc,2.90,2
BBS10,79738,COVID-19,MESH:D000086382,,Zinc,2.90,2
BMT2,154743,COVID-19,MESH:D000086382,,Zinc,2.90,2
CGAS,115004,COVID-19,MESH:D000086382,,Zinc,2.90,2
CYS1,192668,COVID-19,MESH:D000086382,,Zinc,2.90,2
FAM177A1,283635,COVID-19,MESH:D000086382,,Ivermectin,2.90,2
FBXO28,23219,COVID-19,MESH:D000086382,,Zinc,2.90,2
MRGBP,55257,COVID-19,MESH:D000086382,,Ivermectin,2.90,2
PRPF38A,84950,COVID-19,MESH:D000086382,,Zinc,2.90,2
SLC25A17,10478,COVID-19,MESH:D000086382,,Zinc,2.90,2
SLC30A6,55676,COVID-19,MESH:D000086382,,Zinc,2.90,2
SNF8,11267,COVID-19,MESH:D000086382,,Ivermectin,2.90,2
SPDYA,245711,COVID-19,MESH:D000086382,,Zinc,2.90,2
TATDN2,9797,COVID-19,MESH:D000086382,,Zinc,2.90,2
CAPN9,10753,COVID-19,MESH:D000086382,,Zinc,2.89,2
CCDC103,388389,COVID-19,MESH:D000086382,,Choline,2.89,1
CCDC43,124808,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
CCT6B,10693,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
CIAO1,9391,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
CISD3,284106,COVID-19,MESH:D000086382,,Choline,2.89,1
DHDH,27294,COVID-19,MESH:D000086382,,Zinc,2.89,2
FAM110D,79927,COVID-19,MESH:D000086382,,Choline,2.89,1
FGB,2244,COVID-19,MESH:D000086382,,Sirolimus,2.89,1
HHATL,57467,COVID-19,MESH:D000086382,,Choline,2.89,1
KCNH4,23415,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
KLK1B4,18048,COVID-19,MESH:D000086382,,Choline,2.89,1
KRT17,3872,COVID-19,MESH:D000086382,,Zinc Sulfate,2.89,1
LDOC1,23641,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
MED25,81857,COVID-19,MESH:D000086382,,Choline,2.89,1
MIR206,406989,COVID-19,MESH:D000086382,,Zinc,2.89,2
MIR96,407053,COVID-19,MESH:D000086382,,Zinc,2.89,2
MYH8,4626,COVID-19,MESH:D000086382,,Zinc,2.89,2
NRADD,67169,COVID-19,MESH:D000086382,,Choline,2.89,1
NRCAM,4897,COVID-19,MESH:D000086382,,Zinc Sulfate,2.89,1
NT5C3,107569,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
PPCDC,60490,COVID-19,MESH:D000086382,,Zinc,2.89,2
PRSS36,146547,COVID-19,MESH:D000086382,,Choline,2.89,1
PUDP,8226,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
RAD9B,144715,COVID-19,MESH:D000086382,,Choline,2.89,1
SCML1,6322,COVID-19,MESH:D000086382,,Zinc,2.89,2
SIRPB1,10326,COVID-19,MESH:D000086382,,Choline,2.89,1
SLC39A13,91252,COVID-19,MESH:D000086382,,Zinc,2.89,2
SPACA6,147650,COVID-19,MESH:D000086382,,Choline,2.89,1
SPATA2L,124044,COVID-19,MESH:D000086382,,Zinc,2.89,2
SPOUT1,51490,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
THEMIS,387357,COVID-19,MESH:D000086382,,Zinc,2.89,2
YPEL4,219539,COVID-19,MESH:D000086382,,Choline,2.89,1
ZFP1,162239,COVID-19,MESH:D000086382,,Choline,2.89,1
ZFPL1,7542,COVID-19,MESH:D000086382,,Ivermectin,2.89,2
ZKSCAN5,23660,COVID-19,MESH:D000086382,,Zinc,2.89,2
ACAP3,116983,COVID-19,MESH:D000086382,,Choline,2.88,1
ACVR2A,92,COVID-19,MESH:D000086382,,Zinc,2.88,2
ANO2,57101,COVID-19,MESH:D000086382,,Choline,2.88,1
ANO7,50636,COVID-19,MESH:D000086382,,Choline,2.88,1
BRSK2,9024,COVID-19,MESH:D000086382,,Choline,2.88,1
CCNG2,901,COVID-19,MESH:D000086382,,Sirolimus,2.88,1
CSN3,1448,COVID-19,MESH:D000086382,,Choline,2.88,1
CYP2C65,72303,COVID-19,MESH:D000086382,,Choline,2.88,1
DSPP,1834,COVID-19,MESH:D000086382,,Zinc,2.88,2
EYA3,2140,COVID-19,MESH:D000086382,,Zinc,2.88,2
HEXD,284004,COVID-19,MESH:D000086382,,Zinc,2.88,2
IQCE,23288,COVID-19,MESH:D000086382,,Zinc,2.88,2
KCNK9,51305,COVID-19,MESH:D000086382,,Choline,2.88,1
KIT,3815,COVID-19,MESH:D000086382,,Sirolimus,2.88,1
LHX3,8022,COVID-19,MESH:D000086382,,Choline,2.88,1
MED17,9440,COVID-19,MESH:D000086382,,Zinc,2.88,2
NAP1L3,4675,COVID-19,MESH:D000086382,,Zinc,2.88,2
NUDT11,55190,COVID-19,MESH:D000086382,,Zinc,2.88,2
PITHD1,57095,COVID-19,MESH:D000086382,,Zinc,2.88,2
PLD6,201164,COVID-19,MESH:D000086382,,Zinc,2.88,2
PNLIPRP2,5408,COVID-19,MESH:D000086382,,Zinc,2.88,2
RPL36AL,6166,COVID-19,MESH:D000086382,,Zinc,2.88,2
SELENON,57190,COVID-19,MESH:D000086382,,Choline,2.88,1
SETMAR,6419,COVID-19,MESH:D000086382,,Zinc,2.88,2
TAF6L,10629,COVID-19,MESH:D000086382,,Choline,2.88,1
TBC1D12,23232,COVID-19,MESH:D000086382,,Choline,2.88,1
TULP3,7289,COVID-19,MESH:D000086382,,Zinc,2.88,2
ALDOB,229,COVID-19,MESH:D000086382,,Zinc Sulfate,2.87,1
AOC2,314,COVID-19,MESH:D000086382,,Zinc,2.87,2
C19ORF33,64073,COVID-19,MESH:D000086382,,Ivermectin,2.87,2
CAPSL,133690,COVID-19,MESH:D000086382,,Choline,2.87,1
CCDC158,339965,COVID-19,MESH:D000086382,,Ivermectin,2.87,2
CIC,23152,COVID-19,MESH:D000086382,,Zinc,2.87,2
CNOT10,25904,COVID-19,MESH:D000086382,,Ivermectin,2.87,2
CXXC1,30827,COVID-19,MESH:D000086382,,Zinc,2.87,2
CYP11A1,1583,COVID-19,MESH:D000086382,,Chloroquine,2.87,5
CYP2C12,25011,COVID-19,MESH:D000086382,,Zinc,2.87,2
DCP2,167227,COVID-19,MESH:D000086382,,Zinc,2.87,2
DCST1,149095,COVID-19,MESH:D000086382,,Choline,2.87,1
DDX55,57696,COVID-19,MESH:D000086382,,Choline,2.87,1
DUS3L,56931,COVID-19,MESH:D000086382,,Choline,2.87,1
EIF1AD,84285,COVID-19,MESH:D000086382,,Zinc,2.87,2
ENGASE,64772,COVID-19,MESH:D000086382,,Zinc,2.87,2
FAM53C,51307,COVID-19,MESH:D000086382,,Zinc,2.87,2
GABRA6,2559,COVID-19,MESH:D000086382,,Zinc,2.87,2
GALNT17,64409,COVID-19,MESH:D000086382,,Choline,2.87,1
GUCY2D,3000,COVID-19,MESH:D000086382,,Ivermectin,2.87,2
H3-3B,3021,COVID-19,MESH:D000086382,,Zinc,2.87,2
HAPSTR1,29035,COVID-19,MESH:D000086382,,Zinc,2.87,2
HARBI1,283254,COVID-19,MESH:D000086382,,Choline,2.87,1
IFNAR1,3454,COVID-19,MESH:D000086382,,Zinc,2.87,2
INO80C,125476,COVID-19,MESH:D000086382,,Zinc,2.87,2
KLHDC1,122773,COVID-19,MESH:D000086382,,Choline,2.87,1
MESD,23184,COVID-19,MESH:D000086382,,Ivermectin,2.87,2
MIR10A,406902,COVID-19,MESH:D000086382,,Zinc,2.87,2
NXPH4,11247,COVID-19,MESH:D000086382,,Zinc,2.87,2
PIGY,84992,COVID-19,MESH:D000086382,,Choline,2.87,1
PNLIPRP1,5407,COVID-19,MESH:D000086382,,Zinc,2.87,2
PRAME,23532,COVID-19,MESH:D000086382,,Choline,2.87,1
PRDM13,59336,COVID-19,MESH:D000086382,,Choline,2.87,1
RAB22A,57403,COVID-19,MESH:D000086382,,Zinc,2.87,2
RINT1,60561,COVID-19,MESH:D000086382,,Choline,2.87,1
RTL8C,8933,COVID-19,MESH:D000086382,,Ivermectin,2.87,2
SERPINB3,6317,COVID-19,MESH:D000086382,,Zinc,2.87,2
SLC35A5,55032,COVID-19,MESH:D000086382,,Zinc,2.87,2
SP8,221833,COVID-19,MESH:D000086382,,Choline,2.87,1
TAC4,255061,COVID-19,MESH:D000086382,,Choline,2.87,1
TRIM4,89122,COVID-19,MESH:D000086382,,Ivermectin,2.87,2
TRIM41,90933,COVID-19,MESH:D000086382,,Choline,2.87,1
TTC21A,199223,COVID-19,MESH:D000086382,,Choline,2.87,1
ZFP385B,241494,COVID-19,MESH:D000086382,,Choline,2.87,1
ZSCAN26,7741,COVID-19,MESH:D000086382,,Zinc,2.87,2
ABRAXAS2,23172,COVID-19,MESH:D000086382,,Ivermectin,2.86,2
ACOT5,217698,COVID-19,MESH:D000086382,,Choline,2.86,1
ANKRD46,157567,COVID-19,MESH:D000086382,,Zinc,2.86,2
BAHD1,22893,COVID-19,MESH:D000086382,,Choline,2.86,1
CCDC106,29903,COVID-19,MESH:D000086382,,Choline,2.86,1
CERKL,375298,COVID-19,MESH:D000086382,,Choline,2.86,1
CYP4F4,286904,COVID-19,MESH:D000086382,,Zinc,2.86,2
DCAF10,79269,COVID-19,MESH:D000086382,,Ivermectin,2.86,2
DMRTA2,63950,COVID-19,MESH:D000086382,,Choline,2.86,1
EFCAB7,84455,COVID-19,MESH:D000086382,,Zinc,2.86,2
EVC2,132884,COVID-19,MESH:D000086382,,Choline,2.86,1
FOXD2,2306,COVID-19,MESH:D000086382,,Choline,2.86,1
FOXD4,2298,COVID-19,MESH:D000086382,,Choline,2.86,1
HMCN2,256158,COVID-19,MESH:D000086382,,Choline,2.86,1
HOXB1,3211,COVID-19,MESH:D000086382,,Choline,2.86,1
IER3IP1,51124,COVID-19,MESH:D000086382,,Ivermectin,2.86,2
KLHL18,23276,COVID-19,MESH:D000086382,,Zinc,2.86,2
MED30,90390,COVID-19,MESH:D000086382,,Zinc,2.86,2
MRPL43,84545,COVID-19,MESH:D000086382,,Ivermectin,2.86,2
NLRP2,55655,COVID-19,MESH:D000086382,,Ivermectin,2.86,2
PARL,55486,COVID-19,MESH:D000086382,,Choline,2.86,1
PIGG,54872,COVID-19,MESH:D000086382,,Ivermectin,2.86,2
PTAR1,375743,COVID-19,MESH:D000086382,,Choline,2.86,1
